,text,original,generated
758,"I will leave a wallpaper life
",0,0
759,"How are you so-
",0,0
760,"But Im better off dead
",0,0
761,"You do it to yourself, just you
",0,0
762,"I lost myself, I lost myself
",0,0
763,"He buzzes like a fridge
",0,0
764,"Keep your distance
",0,0
765,"Too cynical to speak
",0,0
766,"But drunken confessions and hijacked affairs
",0,0
767,"Long white gloves, police check carefully
",0,0
768,"What if theres someone overtaking?
",0,0
769,"Turn around turn around turn around
",0,0
770,"Come to me
",0,0
771,"Blue birds fly
",0,0
772,"Tell me what Im doing when I burn your house down
",0,0
773,"People do it all the time
",0,0
774,"Hes not coming back
",0,0
775,"The fat girl, the fat girl, the fat girl
",0,0
776,"Baby you insane
",0,0
777,"Walk into the jaws of hell
",0,0
778,"I believe in feeling for the next ones
",0,0
779,"And get this boat off of the shore
",0,0
780,"Twitching and salivating like with myxomatosis
",0,0
781,"But it got edited, fucked up
",0,0
782,"Turn again and turn towards this time
",0,0
783,"I wont be around
",0,0
784,"I guess ill 
",0,0
785,"Whatever
",0,0
786,"And he never leaves, he will never leave
",0,0
787,"The bottom of the sea
",0,0
788,"Can turn your world into dust
",0,0
789,"Listen here, I am drunk again
",0,0
790,"And when it comes its so so disappointing
",0,0
791,"I got the poison now
",0,0
792,"You used to be alright, what happened?
",0,0
793,"What if these brakes just give in?
",0,0
794,"Who just wants to share your light
",0,0
795,"So dont get any big ideas
",0,0
796,"In the juggernaut lane
",0,0
797,"Its the best, it’s the best day of your life
",0,0
798,"They didnt want to play with her
",0,0
799,"Ill do whatever you want me to
",0,0
800,"Though I don’t know who the hell she is
",0,0
801,"Youll never get there
",0,0
802,"Fearful looks behind them
",0,0
803,"If you dont know what is wrong with me
",0,0
804,"Think of all the starving millions
",0,0
805,"Im lost, Im a ghost
",0,0
806,"If you give up on me now
",0,0
807,"If they get the chance
",0,0
808,"Get swept under
",0,0
809,"I get home from work
",0,0
810,"All around
",0,0
811,"The emptiest of feelings
",0,0
812,"You do it to yourself, you do
",0,0
813,"Oh, mistreated, a low corporate
",0,0
814,"Maybe not, maybe not
",0,0
815,"Ive got this terrible cold coming on
",0,0
816,"Obtain
",0,0
817,"Silent, silent
",0,0
818,"This one went to market
",0,0
819,"If I grow my hair
",0,0
820,"Think I needed advice
",0,0
821,"X2
",0,0
822,"He is not for sale, I am
",0,0
823,"Blowing up the sunshine
",0,0
824,"And as Im falling down Ill bet that theres a breed 
",0,0
825,"And children first, and children
",0,0
826,"You’ve lost command
",0,0
827,"A green plastic watering can
",0,0
828,"And Im not here 
",0,0
829,"Get the flan in the face
",0,0
830,"The blackbird pie
",0,0
831,"Sell me a house that stands
",0,0
832,"Object none
",0,0
833,"Why you fucking dont?
",0,0
834,"Whatever they call
",0,0
835,"When you were here before
",0,0
836,"Then you got to be a bastard
",0,0
837,"I got a just get the drums right!
",0,0
838,"In my head
",0,0
839,"A patient, better driver
",0,0
840,"I wont fool around no more
",0,0
841,"I dont belong here 
",0,0
842,"Ass is a daughter without a dad, back is like Afghanistan, Iraq
",0,0
843,"Flying on your motorcycle
",0,0
844,"For girls in the eighties
",0,0
845,"And I dont really care
",0,0
846,"Thank you, I’m fine
",0,0
847,"To learn the tricks of the trade
",0,0
848,"Thats life though, and sos getting cut with a knife so
",0,0
849,"Fuck imposteur, jfais ltour de la terre
",0,0
850,"In the sea
",0,0
851,"I tumble like a clown
",0,0
852,"Destiny, destiny, protect me from the world
",0,0
853,"You and I have something in common
",0,0
854,"Take the money and run
",0,0
855,"Idiot, slow down, slow down
",0,0
856,"He dances in front of all the cameras
",0,0
857,"Because you bit me, bit me
",0,0
858,"Cause you crushed me with your hands
",0,0
859,"With a horrible sinking feeling
",0,0
860,"So Im just gonna...
",0,0
861,"My fake plastic love
",0,0
862,"Wish that I could come out of your phone
",0,0
863,"Out, shes running out
",0,0
864,"After the bomb drops
",0,0
865,"The crackle of pigskin
",0,0
866,"And if you look too hard within
",0,0
867,"Its always best with the covers up
",0,0
868,"Just gonna do a quick version of that last track?
",0,0
869,"Means nothing at all
",0,0
870,"Yesterdays people end up scatterbrain there
",0,0
871,"I twitch and I salivate like with myxomatosis
",0,0
872,"You dont want to say the words
",0,0
873,"I lost myself
",0,0
874,"I hate these flaming curtains theyre not the color of your hair
",0,0
875,"Watch each hour down
",0,0
876,"Ill keep walking over, over, over
",0,0
877,"And everythings underground
",0,0
878,"Talks in maths
",0,0
879,"Little by little, it falls away
",0,0
880,"And it wears him out, it wears him out
",0,0
881,"Ill swallow until I burst
",0,0
882,"I wonder what youre thinking now
",0,0
883,"In an interstellar burst
",0,0
884,"What if I just flip-flop?
",0,0
885,"And someones listening in
",0,0
886,"Somethings missing here 
",0,0
887,"All your insides fall to pieces
",0,0
888,"He lives with his mother
",0,0
889,"Then stay for jasmine tea
",0,0
890,"Oh
",0,0
891,"On the way the mountain
",0,0
892,"Ill drown my beliefs
",0,0
893,"Tus deseos y motivos
",0,0
894,"And Ill do mine
",0,0
895,"Youre the light wiping out my batteries
",0,0
896,"Crawling on all fours
",0,0
897,"Oh Lord please wont you tell me
",0,0
898,"How can you be smiling, singing?
",0,0
899,"Waiting for the entrance sign
",0,0
900,"I may be paranoid
",0,0
901,"Is when you put your lips to me
",0,0
902,"But no-ones listening anyway
",0,0
903,"I lost myself, Ill say it again
",0,0
904,"Now Im living out here on the beach, but those seagulls are still out of reach
",0,0
905,"And when it comes its so, so disappointing
",0,0
906,"Euuuuuuuuh
",0,0
907,"My brain says Im receiving pain
",0,0
908,"Proceeded to show it off
",0,0
909,"Like the time of life Ive reached
",0,0
910,"Fish are belly up
",0,0
911,"Everyone is so clear
",0,0
912,"Eyes
",0,0
913,"I am here
",0,0
914,"I could never run away from you
",0,0
915,"And make lots of videos
",0,0
916,"Hes got to let something
",0,0
917,"Shes running out
",0,0
918,"And Ill always
",0,0
919,"Gagged and given up for dead
",0,0
920,"The lonely and their prey
",0,0
921,"And the ghost of you and me
",0,0
922,"It is the twenty-first century
",0,0
923,"Y el dolor
",0,0
924,"Place of oblivion
",0,0
925,"Oh, she looks like the real thing
",0,0
926,"And a handful of eagerness says What do you suggest?
",0,0
927,"Funny how, funny how
",0,0
928,"Ocean blooms
",0,0
929,"Where I end and you begin
",0,0
930,"Mobiles skwerking, mobiles chirping
",0,0
931,"I spiral down
",0,0
932,"Here comes the flood
",0,0
933,"Run around, around, around, around
",0,0
934,"Deaf, dumb, and blind
",0,0
935,"That keeps me from running, but just keep it coming
",0,0
936,"Inside of my head, la-la-la-la-la-la-la-la-la-la
",0,0
937,"At a thousand feet per second
",0,0
938,"Just as you take the mic
",0,0
939,"Floating around on a prison ship
",0,0
940,"The family see him as very ugly 
",0,0
941,"Here Im allowed everything all of the time x4
",0,0
942,"But what I meant to say
",0,0
943,"Theyre paid to kiss your feet
",0,0
944,"Hard to port
",0,0
945,"We would hate to think you werent completely happy with this product we supply
",0,0
946,"Prozac, painkillers
",0,0
947,"Our rivers poisoned
",0,0
948,"Let me hear both
",0,0
949,"I can wash and clean the bedrooms
",0,0
950,"Take me with you
",0,0
951,"It follows me around
",0,0
952,"Ill be praying for forgiveness
",0,0
953,"Before I even start to
",0,0
954,"Power, passion plays a double hand
",0,0
955,"You dont remember, you dont remember
",0,0
956,"Take it with a pinch of salt
",0,0
957,"I want you to know
",0,0
958,"Wed really love to believe you
",0,0
959,"Dont bother me
",0,0
960,"Why dont you get yourself into something clean?
",0,0
961,"I am the pick in the ice
",0,0
962,"Tunnel to the other side
",0,0
963,"I feel better now theres nothing wrong
",0,0
964,"Im gonna melt down
",0,0
965,"I got eggs, I got feathers, I got brains
",0,0
966,"Thats the wrong one, its the 
",0,0
967,"Soul destroyed with clever toys for little boys
",0,0
968,"So I give them more, you see, I did it for...
",0,0
969,"In split infinity
",0,0
970,"Lets rock and roll!
",0,0
971,"God rest your soul
",0,0
972,"Let me shake you by the hand
",0,0
973,"I am back to save the universeIn a deep, deep sleep
",0,0
974,"Run
",0,0
975,"If you think this is over
",0,0
976,"Beyond me
",0,0
977,"Thank you very much, thank you
",0,0
978,"Vuelas alto sin barreras
",0,0
979,"This is really happening
",0,0
980,"Guaranteed for parts and labor
",0,0
981,"Hanging off a hook
",0,0
982,"Like ripples on a blank shore 
",0,0
983,"The thread unpulls
",0,0
984,"Its no ones business but mine
",0,0
985,"Some things will never wash away
",0,0
986,"And we be this
",0,0
987,"And eager to please
",0,0
988,"And all the figures I used to see
",0,0
989,"B 29
",0,0
990,"That youll never need
",0,0
991,"Ill dress like your niece
",0,0
992,"Spinning plates
",0,0
993,"I will shape myself into your pocket
",0,0
994,"Away from the popular walking routes
",0,0
995,"Like this...
",0,0
996,"Just by sitting on their settee doing drugs in front of the telly
",0,0
997,"Saying
",0,0
998,"In a jackknifed juggernaut
",0,0
999,"No no no no no no no
",0,0
1000,"No use dwelling on
",0,0
1001,"Talking to my girlfriend, waiting for something to happen
",0,0
1002,"High on crack, what sort of fucking life is that?
",0,0
1003,"Get up, get the gunge
",0,0
1004,"Cook him up
",0,0
1005,"Yeah, hold on to
",0,0
1006,"Singing you to shipwreck
",0,0
1007,"Shell smashed, juices flowing
",0,0
1008,"Steel toe caps
",0,0
1009,"Theyre not gonna happen
",0,0
1010,"I am the newspaper round
",0,0
1011,"I just turn and run
",0,0
1012,"Hes going to huff and puff and blow you out
",0,0
1013,"Say, Mr. Radio Man
",0,0
1014,"I am not going back
",0,0
1015,"Dont get stuck on a dream
",0,0
1016,"Changed shape to fit, in the end, you just feel sick
",0,0
1017,"And if its alright, Ill tell you, cause you never understand
",0,0
1018,"Youre going to kiss the ground you watch
",0,0
1019,"But were still on the payroll
",0,0
1020,"I shall now perform a 180 flip-flop
",0,0
1021,"But still
",0,0
1022,"Why should I be good if youre not?
",0,0
1023,"Disappointed people
",0,0
1024,"With your breathing, with your breathing
",0,0
1025,"And while the cat is away
",0,0
1026,"Run, run, you run
",0,0
1027,"Check it out
",0,0
1028,"And whats written on her titties is what its really about
",0,0
1029,"You never wanted me that way
",0,0
1030,"Your time
",0,0
1031,"It seems so volatile
",0,0
1032,"But we show him respect
",0,0
1033,"Standing in the shadows at the end of the bed
",0,0
1034,"I have jettisoned 
",0,0
1035,"To help me through
",0,0
1036,"You can crush it but its always near
",0,0
1037,"I keep the wolf from the door but he calls me up
",0,0
1038,"And holding on
",0,0
1039,"I want you to know hes not coming back
",0,0
1040,"Stepping over heads
",0,0
1041,"I am the key to locking your dress
",0,0
1042,"Yeah, everybody leaves
",0,0
1043,"But its strains the happy within
",0,0
1044,"Open the floodgates
",0,0
1045,"Hes been hanging round for days
",0,0
1046,"Therell be no more lies, therell be no more lies
",0,0
1047,"Interstate Five runs straight down the middle
",0,0
1048,"No matter how it starts
",0,0
1049,"Back to the other place
",0,0
1050,"Thou’rt so very special
",0,0
1051,"Down is the new up, down is the new up
",0,0
1052,"And now I know just what it is
",0,0
1053,"Wings twitch, legs are going
",0,0
1054,"That I drop to my knees in wonder
",0,0
1055,"As if she owns the world
",0,0
1056,"Of the innocent
",0,0
1057,"I dont want to be crippled and cracked
",0,0
1058,"You can keep the furniture
",0,0
1059,"So he buys himself an atom bomb
",0,0
1060,"Because it’s time to come home
",0,0
1061,"Investments and dealers, investments and dealers
",0,0
1062,"Dont need financial aid, cause this is just some free shit
",0,0
1063,"Tracklist 
",0,0
1064,"I am all the days
",0,0
1065,"I am the crack of the hammer
",0,0
1066,"You can force it but it will not come
",0,0
1067,"Our bodies floating down the muddy river
",0,0
1068,"You watch your feet for cracks in the pavement
",0,0
1069,"To hide all the dirt and pain
",0,0
1070,"I will always be-
",0,0
1071,"Sing the song of sixpence that goes
",0,0
1072,"She said the one in the gas he used to be
",0,0
1073,"Do what we want
",0,0
1074,"And my hearts been closed
",0,0
1075,"And if Im gonna talk
",0,0
1076,"Follow where you lead
",0,0
1077,"Its always better on the outside
",0,0
1078,"Its not enough, Ive given all I can
",0,0
1079,"Its all wrong, its all wrong, its all wrong
",0,0
1080,"All the things youve got
",0,0
1081,"Comfortable 
",0,0
1082,"You made a rude mistake
",0,0
1083,"Blue and white birds stepping hard on the pedal
",0,0
1084,"If the price feels right
",0,0
1085,"But I dont know how
",0,0
1086,"I am the key to the lock in your house
",0,0
1087,"Lets go down the waterfall
",0,0
1088,"It wears him out, it wears him out
",0,0
1089,"You know were friends til we die
",0,0
1090,"To knock me down, hand me your hand
",0,0
1091,"Dont let me down
",0,0
1092,"Death has a satchel his buddies carry
",0,0
1093,"Youve got a head full of feathers
",0,0
1094,"When youre on your knees
",0,0
1095,"Sail to the moon
",0,0
1096,"Pass it on, pass it down
",0,0
1097,"Back in 
",0,0
1098,"A universal sigh
",0,0
1099,"Oh yeah, oh yeah, all right
",0,0
1100,"And on the ground
",0,0
1101,"Undo all the ties
",0,0
1102,"A butcher, I feel nothing
",0,0
1103,"This is one for the good days
",0,0
1104,"The wind rushing round my open heart
",0,0
1105,"Y rompes los espejos
",0,0
1106,"Why dont you try
",0,0
1107,"I wish I was special 
",0,0
1108,"This is the place
",0,0
1109,"Tell me one thing
",0,0
1110,"I resent your voice
",0,0
1111,"Go home and stop grinning at everyone
",0,0
1112,"I wanna be a part of the human race
",0,0
1113,"Ive sinned and I am so confused
",0,0
1114,"Fast and loose, win or lose
",0,0
1115,"Want to do this out of office
",0,0
1116,"Says she likes getting high cause it’s free
",0,0
1117,"I never wanted anything but this
",0,0
1118,"Over my dead body
",0,0
1119,"Just the fat girl
",0,0
1120,"Fifteen blows to the back of your head
",0,0
1121,"But if we stand up theyll mow us down again
",0,0
1122,"Bouncing back and
",0,0
1123,"Were the orchestra to your board
",0,0
1124,"Cant remember what it is
",0,0
1125,"Trapdoors that open
",0,0
1126,"Invisible
",0,0
1127,"Singing the same old song
",0,0
1128,"What do you look like when youre nude
",0,0
1129,"Fifteen blows to your mind
",0,0
1130,"You should turn the other cheek
",0,0
1131,"In a green light
",0,0
1132,"Keep trying, you’ve no right
",0,0
1133,"Jen ai plus rien à faire 
",0,0
1134,"Im getting sort of worried
",0,0
1135,"Genie let out of the bottle
",0,0
1136,"Take our money and run, take our money
",0,0
1137,"There are sliding doors and there are secret doors
",0,0
1138,"Was always waiting for the crush
",0,0
1139,"Lazy on the ground
",0,0
1140,"And Im wondering, should I turn around?
",0,0
1141,"They’re guiding my thoughts
",0,0
1142,"No
",0,0
1143,"In pitch dark
",0,0
1144,"Mothafucker
",0,0
1145,"I know what youre thinking
",0,0
1146,"Making home movies for the folks back home
",0,0
1147,"On videotape, on videotape, on videotape
",0,0
1148,"When you fuck with us
",0,0
1149,"Noobs are raging
",0,0
1150,"They turn me
",0,0
1151,"I cant sleep, why cant someone hold me?
",0,0
1152,"What is he doin what is he doin
",0,0
1153,"And now you know youre gonna die
",0,0
